          10           0          12          12   3.01002479    
     0.791      0.536     1     3      1.923     0  2212
     0.331      2.817     2     3      1.502     0  2212
    -2.829      1.855     3     3      1.203     0  2212
     3.444     -1.138     4     3      1.198     0  2212
     1.163      0.851     5     3      0.782     0  2212
    -0.835      0.422     6     3     -0.281     0  2212
     3.150      1.789     7     0     -0.352  2112  2112
     2.516      0.084     8     3     -0.378     0  2112
     2.789      1.493     9     0     -0.486  2112  2112
    -0.000     -0.723    10     3     -1.355     0  2112
     4.837      1.025    11     0     -1.507  2112  2112
     4.685      0.678    12     0     -2.244  2112  2112
    -0.387     -2.141    -1     3     -1.336     0  2212
    -0.344      1.495    -2     3     -1.312     0  2212
    -0.818     -1.225    -3     3     -0.465     0  2212
    -0.103     -0.169    -4     3     -0.324     0  2212
    -2.891     -1.166    -5     3     -0.122     0  2212
    -1.477      1.871    -6     3      0.134     0  2212
    -2.490      0.994    -7     3      1.511     0  2112
    -3.574      1.169    -8     3      1.577     0  2112
    -3.247     -1.070    -9     0      1.901  2112  2112
    -3.691     -1.301   -10     0      2.258  2112  2112
    -1.386      0.591   -11     3      2.317     0  2112
     2.023     -0.753   -12     3      2.480     0  2112
