           3           0          12          12   3.39979410    
     2.579     -0.668     1     0      2.159  2212  2212
     2.846     -1.999     2     0      1.285  2212  2212
    -0.062      0.339     3     3      0.879     0  2212
     0.693      0.644     4     0      0.502  2212  2212
     2.017      0.776     5     0      0.036  2212  2212
     2.721      0.803     6     0     -0.394  2212  2212
     1.619     -0.830     7     0     -0.642  2112  2112
     2.316      0.513     8     0     -0.980  2112  2112
     1.533      0.547     9     3     -1.095     0  2112
     1.530     -0.042    10     0     -1.530  2112  2112
     2.378     -1.865    11     3     -1.645     0  2112
     1.682      1.404    12     0     -2.015  2112  2112
    -3.267      0.982    -1     0     -2.329  2212  2212
    -2.816     -0.231    -2     2     -1.641  2212  2212
    -3.502     -0.561    -3     0     -0.557  2212  2212
    -2.015     -0.635    -4     0     -0.449  2212  2212
    -1.201     -1.142    -5     0     -0.357  2212  2212
    -0.524     -2.027    -6     3     -0.311     0  2212
    -2.381     -2.231    -7     0     -0.056  2112  2112
    -1.230      0.266    -8     3      0.315     0  2112
    -3.884      0.878    -9     0      0.440  2112  2112
    -2.347     -0.788   -10     0      0.697  2112  2112
    -2.298     -1.778   -11     0      1.282  2112  2112
     0.769      2.959   -12     3      1.656     0  2112
