           5           0          12          12   2.29212165    
     2.539      0.400     1     3      1.548     0  2212
     1.159     -1.410     2     3      1.415     0  2212
     2.690     -0.460     3     0      0.836  2212  2212
     0.553     -2.188     4     3      0.159     0  2212
     1.995      2.139     5     3      0.102     0  2212
     1.795      1.563     6     1      0.031  2212  2212
     2.575     -1.605     7     0     -0.073  2112  2112
     1.985     -0.286     8     1     -0.723  2112  2112
     1.291     -2.017     9     3     -0.732     0  2112
    -0.128     -1.525    10     3     -0.738     0  2112
     0.114     -1.669    11     3     -2.195     0  2112
     2.803      0.227    12     3     -2.642     0  2112
    -1.727      2.020    -1     0     -2.397  2212  2212
    -1.701     -1.753    -2     3     -2.141     0  2212
    -1.190     -1.787    -3     3     -2.064     0  2212
     0.664      0.510    -4     3     -1.381     0  2212
    -3.339     -0.865    -5     0     -1.185  2212  2212
     1.540     -1.073    -6     3     -0.692     0  2212
    -1.691     -1.466    -7     0     -0.346  2112  2112
    -1.649      0.251    -8     3      0.050     0  2112
    -2.610      1.345    -9     0      0.897  2112  2112
    -0.336     -0.688   -10     3      1.239     0  2112
    -2.783     -1.176   -11     0      1.931  2112  2112
    -1.492      2.288   -12     0      3.088  2112  2112
