           2           0          12          12   4.47980309    
     2.941      0.374     1     0      2.452  2212  2212
     0.774      0.355     2     3      2.015     0  2212
     2.407     -0.669     3     0      1.274  2212  2212
     1.648      0.915     4     0      1.255  2212  2212
     2.369      1.574     5     0      0.832  2212  2212
     4.523     -0.455     6     0      0.561  2212  2212
     2.963      0.417     7     0     -0.081  2112  2112
     0.462     -1.516     8     3     -0.523     0  2112
     1.143     -0.341     9     0     -0.664  2112  2112
     2.756     -3.669    10     0     -1.183  2112  2112
     2.202     -0.278    11     0     -1.484  2112  2112
     2.145     -1.428    12     0     -1.605  2112  2112
    -2.128      0.956    -1     3     -0.869     0  2212
    -1.983      0.418    -2     0     -0.826  2212  2212
    -1.914     -0.456    -3     0     -0.665  2212  2212
    -4.386     -0.681    -4     0     -0.485  2212  2212
    -4.398      1.945    -5     0     -0.476  2212  2212
    -2.287     -3.390    -6     0     -0.274  2212  2212
    -2.083     -2.440    -7     0     -0.230  2112  2112
    -3.367      0.070    -8     0      0.807  2112  2112
    -4.016      1.275    -9     0      1.048  2112  2112
    -3.674      0.708   -10     0      1.527  2112  2112
    -3.742      1.262   -11     0      1.899  2112  2112
    -2.988     -0.992   -12     3      1.939     0  2112
           3           0          12          12   3.39979410    
     2.579     -0.668     1     0      2.159  2212  2212
     2.846     -1.999     2     0      1.285  2212  2212
    -0.062      0.339     3     3      0.879     0  2212
     0.693      0.644     4     0      0.502  2212  2212
     2.017      0.776     5     0      0.036  2212  2212
     2.721      0.803     6     0     -0.394  2212  2212
     1.619     -0.830     7     0     -0.642  2112  2112
     2.316      0.513     8     0     -0.980  2112  2112
     1.533      0.547     9     3     -1.095     0  2112
     1.530     -0.042    10     0     -1.530  2112  2112
     2.378     -1.865    11     3     -1.645     0  2112
     1.682      1.404    12     0     -2.015  2112  2112
    -3.267      0.982    -1     0     -2.329  2212  2212
    -2.816     -0.231    -2     2     -1.641  2212  2212
    -3.502     -0.561    -3     0     -0.557  2212  2212
    -2.015     -0.635    -4     0     -0.449  2212  2212
    -1.201     -1.142    -5     0     -0.357  2212  2212
    -0.524     -2.027    -6     3     -0.311     0  2212
    -2.381     -2.231    -7     0     -0.056  2112  2112
    -1.230      0.266    -8     3      0.315     0  2112
    -3.884      0.878    -9     0      0.440  2112  2112
    -2.347     -0.788   -10     0      0.697  2112  2112
    -2.298     -1.778   -11     0      1.282  2112  2112
     0.769      2.959   -12     3      1.656     0  2112
           4           0          12          12  0.500636637    
     1.223     -1.052     1     3      1.392     0  2212
     0.277     -0.106     2     3      1.261     0  2212
     2.183     -0.649     3     3      0.582     0  2212
     1.404      0.691     4     3      0.451     0  2212
     0.168     -1.167     5     3     -0.105     0  2212
     0.687     -0.224     6     3     -0.110     0  2112
    -0.238      0.379     7     3     -0.472     0  2112
     0.485      1.457     8     1     -0.890  2112  2112
    -0.480     -0.967     9     3     -1.047     0  2112
     2.565     -0.170    10     3     -1.050     0  2112
     2.157      0.412    11     3     -2.039     0  2112
     3.199     -0.004    12     0     -2.195  2112  2112
    -0.191     -0.552    -1     3     -3.572     0  2212
    -1.996     -0.526    -2     2     -2.113  2212  2212
     1.389      1.260    -3     3     -1.736     0  2212
     1.089     -0.846    -4     3     -1.167     0  2212
    -0.320      1.839    -5     3     -1.114     0  2212
    -2.299     -0.146    -6     3     -0.383     0  2212
     1.334     -0.729    -7     3     -0.191     0  2212
     0.850      0.975    -8     3      0.345     0  2112
     0.630     -0.167    -9     3      0.424     0  2112
    -0.412      0.178   -10     3      0.930     0  2112
    -0.751      0.562   -11     3      1.166     0  2112
     0.945     -1.101   -12     3      2.001     0  2112
           5           0          12          12   2.29212165    
     2.539      0.400     1     3      1.548     0  2212
     1.159     -1.410     2     3      1.415     0  2212
     2.690     -0.460     3     0      0.836  2212  2212
     0.553     -2.188     4     3      0.159     0  2212
     1.995      2.139     5     3      0.102     0  2212
     1.795      1.563     6     1      0.031  2212  2212
     2.575     -1.605     7     0     -0.073  2112  2112
     1.985     -0.286     8     1     -0.723  2112  2112
     1.291     -2.017     9     3     -0.732     0  2112
    -0.128     -1.525    10     3     -0.738     0  2112
     0.114     -1.669    11     3     -2.195     0  2112
     2.803      0.227    12     3     -2.642     0  2112
    -1.727      2.020    -1     0     -2.397  2212  2212
    -1.701     -1.753    -2     3     -2.141     0  2212
    -1.190     -1.787    -3     3     -2.064     0  2212
     0.664      0.510    -4     3     -1.381     0  2212
    -3.339     -0.865    -5     0     -1.185  2212  2212
     1.540     -1.073    -6     3     -0.692     0  2212
    -1.691     -1.466    -7     0     -0.346  2112  2112
    -1.649      0.251    -8     3      0.050     0  2112
    -2.610      1.345    -9     0      0.897  2112  2112
    -0.336     -0.688   -10     3      1.239     0  2112
    -2.783     -1.176   -11     0      1.931  2112  2112
    -1.492      2.288   -12     0      3.088  2112  2112
