           6           0          12          12   3.53060365    
     0.456     -0.597     1     1      2.498  2212  2212
     0.589     -0.395     2     3      1.282     0  2212
     4.630      0.030     3     0      0.675  2212  2212
     1.274     -0.493     4     1      0.520  2212  2212
     1.667     -0.766     5     3      0.326     0  2212
    -2.159      1.479     6     3      0.031     0  2212
     1.966      0.229     7     1     -0.321  2112  2112
     5.139     -0.005     8     0     -0.433  2112  2112
     2.789     -0.197     9     3     -0.605     0  2112
     1.083      1.568    10     1     -0.771  2112  2112
     3.742      1.311    11     0     -1.009  2112  2112
    -0.198     -1.208    12     3     -3.056     0  2112
     0.947     -0.487    -1     3     -1.777     0  2212
    -3.448      0.562    -2     0     -1.562  2212  2212
    -2.331     -0.918    -3     3     -1.142     0  2212
    -0.956     -1.677    -4     3     -1.136     0  2212
    -2.139      0.169    -5     3     -0.835     0  2212
    -0.423      0.690    -6     1     -0.697  2212  2212
    -3.075      2.875    -7     3     -0.425     0  2112
    -2.017      2.049    -8     1     -0.325  2112  2112
    -0.731     -0.406    -9     3     -0.078     0  2112
    -1.832      0.453   -10     3      0.208     0  2112
    -1.577      0.653   -11     1      0.804  2112  2112
    -4.048     -3.680   -12     0      1.328  2112  2112
